area,perimeter,major_axis,minor_axis,circularity,width,height,estimated_volume,estimated_weight,aspect_ratio,file_path,folder,weight_range,min_weight,max_weight,quality,is_ok,scheme_a_class,expected_class,scheme_b_class,scheme_c_class
331140.0,8684.179045319557,872.2061157226562,679.0939331054688,0.055177747905894296,950,765,210.6092545739902,231.67018003138924,1.2843674095777786,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154624_152.jpeg,150-200 OK,150-200,150,200,OK,True,Level 7,Level 7,Level 6,Level 7
329289.0,5937.523068904877,896.4157104492188,570.39697265625,0.11737523296491448,1006,563,152.70825178389842,167.97907696228827,1.571564635546276,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154627_155.jpeg,150-200 OK,150-200,150,200,OK,True,Level 7,Level 7,Level 7,Level 7
370619.0,13661.33458352089,1223.3602294921875,669.4977416992188,0.02495463879983244,1343,844,287.11191307407216,315.8231043814794,1.8272805915479835,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154629_157.jpeg,150-200 OK,150-200,150,200,OK,True,Level 5,Level 5,Level 5,Level 5
302097.5,3911.859074831009,801.1498413085938,561.42333984375,0.24807933755658182,830,530,132.21882707711532,145.44070978482688,1.426997747424541,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154628_156.jpeg,150-200 OK,150-200,150,200,OK,True,NG,NG,NG,NG
418069.5,14083.229905366898,1619.1375732421875,652.9100952148438,0.02648828318868772,1768,787,361.4008258541917,397.54090843961086,2.479878294283995,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154626_154.jpeg,150-200 OK,150-200,150,200,OK,True,Level 4,Level 4,Level 3,Level 4
269288.5,3906.9717725515366,745.436767578125,507.16943359375,0.22169052109402243,760,511,100.39580696380247,110.43538766018273,1.4697982926455906,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154630_158.jpeg,150-200 OK,150-200,150,200,OK,True,NG,NG,NG,NG
143624.5,2972.531085729599,1562.171630859375,927.334716796875,0.20426106115231346,698,296,703.3968299705276,773.7365129675804,1.684582279260829,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154631_159.jpeg,150-200 OK,150-200,150,200,OK,True,Level 1,Level 1,Level 1,Level 1
232794.5,4952.226605892181,635.9332275390625,527.5433349609375,0.11928382620983281,763,559,92.66728108931547,101.93400919824703,1.205461590347172,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154636_164.jpeg,150-200 OK,150-200,150,200,OK,True,NG,NG,NG,NG
195450.5,1897.5260335206985,614.2998046875,412.6158752441406,0.6821363040642119,597,425,54.76093643045539,60.23703007350093,1.4887934312368012,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154637_165.jpeg,150-200 OK,150-200,150,200,OK,True,NG,NG,NG,NG
111447.5,2725.536139011383,546.2177734375,296.5326232910156,0.18852819304281523,571,291,25.14834497021959,27.66317946724155,1.8420157869154403,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154943_219.jpeg,200-250 OK,200-250,200,250,OK,True,NG,NG,NG,NG
421928.5,9449.250114440918,1554.33251953125,510.6557312011719,0.05938189278306481,1595,610,212.2261895702348,233.44880852725828,3.0437972680246363,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154944_220.jpeg,200-250 OK,200-250,200,250,OK,True,Level 7,Level 7,Level 6,Level 7
699093.0,9122.380057573318,1777.1612548828125,595.4302978515625,0.10556707628283778,1434,647,329.90379971302286,362.8941796843252,2.9846671580119173,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154947_223.jpeg,200-250 OK,200-250,200,250,OK,True,Level 4,Level 4,Level 4,Level 4
711479.5,11859.8716006279,1169.7918701171875,997.6978149414062,0.06356415540472946,1236,1178,609.6846531691009,670.6531184860111,1.172491161751104,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154946_222.jpeg,200-250 OK,200-250,200,250,OK,True,Level 1,Level 1,Level 1,Level 1
799540.0,16327.858531951904,1347.2835693359375,1066.8077392578125,0.03768700298468212,1316,1255,802.8417539329608,883.125929326257,1.262911319216014,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154945_221.jpeg,200-250 OK,200-250,200,250,OK,True,Level 1,Level 1,Level 1,Level 1
730859.0,12220.981331586838,1301.845947265625,1003.9788818359375,0.06149379588988808,1200,1161,687.0801048407999,755.78811532488,1.296686584567386,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154948_224.jpeg,200-250 OK,200-250,200,250,OK,True,Level 1,Level 1,Level 1,Level 1
769936.5,14266.27779686451,1197.5919189453125,1039.205810546875,0.04753827510485124,1224,1184,677.1901178179974,744.9091295997972,1.1524107224872886,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154951_227.jpeg,200-250 OK,200-250,200,250,OK,True,Level 1,Level 1,Level 1,Level 1
311897.5,5340.510876536369,897.4765014648438,543.8936767578125,0.13742196364133938,865,544,139.01117946460286,152.91229741106315,1.6500954870715958,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154952_228.jpeg,200-250 OK,200-250,200,250,OK,True,Level 7,Level 7,NG,Level 7
682239.5,9910.602488160133,1688.60546875,614.4946899414062,0.08728640568930807,1428,670,333.8589955813815,367.2448951395197,2.747957787741035,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154950_226.jpeg,200-250 OK,200-250,200,250,OK,True,Level 4,Level 4,Level 4,Level 4
104135.0,6841.640820026398,1078.0987548828125,551.8033447265625,0.027956708916537495,1024,509,171.88018956193437,189.06820851812782,1.9537735049740363,/tmp/potato_inspection_system/data/test/1021/200-250 OK/Pic_2025_10_21_154954_230.jpeg,200-250 OK,200-250,200,250,OK,True,Level 7,Level 7,Level 7,Level 7
